barrio,ambientes,metro_cuadrado,precio
Puerto Madero,2,54,285000
Puerto Madero,2,54,330000
Puerto Madero,2,55,334000
Puerto Madero,2,55,325000
Puerto Madero,2,55,359999
Puerto Madero,2,57,300000
Puerto Madero,3,60,410000
Puerto Madero,2,60,415000
Puerto Madero,2,60,330000
Puerto Madero,2,61,410000
Puerto Madero,2,61,360000
Puerto Madero,2,61,512211
Puerto Madero,2,62,450000
Puerto Madero,2,62,415000
Puerto Madero,2,62,499800
Puerto Madero,2,62,389000
Puerto Madero,2,62,424000
Puerto Madero,2,62,499800
Puerto Madero,2,62,330000
Puerto Madero,2,62,415000
Puerto Madero,2,62,290000
Puerto Madero,2,62,405000
Puerto Madero,2,62,380000
Puerto Madero,2,63,470000
Puerto Madero,2,64,365000
Puerto Madero,2,65,300000
Puerto Madero,2,66,450000
Puerto Madero,2,66,450000
Puerto Madero,2,66,400000
Puerto Madero,2,66,379000
Puerto Madero,3,66,279000
Puerto Madero,2,67,350000
Puerto Madero,2,67,400000
Puerto Madero,2,67,345000
Puerto Madero,2,67,385000
Puerto Madero,2,68,476700
Puerto Madero,2,68,475000
Puerto Madero,2,68,442650
Puerto Madero,4,325,1490000
Puerto Madero,4,325,1490000
Puerto Madero,2,70,385000
Puerto Madero,2,70,339500
Puerto Madero,3,71,299000
Puerto Madero,2,71,415000
Puerto Madero,2,74,520000
Puerto Madero,3,75,370000
Puerto Madero,2,75,975000
Puerto Madero,5,332,3000000
Puerto Madero,2,77,630000
Puerto Madero,2,78,530000
Puerto Madero,2,78,450000
Puerto Madero,2,78,600000
Puerto Madero,2,78,450000
Puerto Madero,4,334,2500000
Puerto Madero,2,79,850000
Puerto Madero,3,79,440000
Puerto Madero,2,80,510000
Puerto Madero,2,80,450000
Puerto Madero,2,80,530000
Puerto Madero,2,80,550000
Puerto Madero,2,80,500000
Puerto Madero,2,81,412000
Puerto Madero,2,82,529999
Puerto Madero,2,82,420000
Puerto Madero,3,83,500000
Puerto Madero,3,85,470000
Puerto Madero,2,85,990000
Puerto Madero,2,86,1180000
Puerto Madero,2,86,1190000
Puerto Madero,2,87,450000
Puerto Madero,2,88,880000
Puerto Madero,2,88,490000
Puerto Madero,5,345,3000000
Puerto Madero,3,90,472900
Puerto Madero,2,90,520000
Puerto Madero,3,90,620000
Puerto Madero,3,91,700000
Puerto Madero,2,93,990000
Puerto Madero,2,93,940000
Puerto Madero,2,93,980000
Puerto Madero,2,94,1390000
Puerto Madero,2,94,1340000
Puerto Madero,3,96,500000
Puerto Madero,1,98,565000
Puerto Madero,3,100,680000
Puerto Madero,3,100,720000
Puerto Madero,3,100,550000
Puerto Madero,3,100,515000
Puerto Madero,3,100,560000
Puerto Madero,2,102,1122000
Puerto Madero,2,103,1133000
Puerto Madero,3,103,508000
Puerto Madero,3,103,547999
Puerto Madero,3,103,548000
Puerto Madero,4,104,650000
Puerto Madero,3,105,790000
Puerto Madero,3,111,649999
Puerto Madero,4,112,500000
Puerto Madero,4,112,500000
Puerto Madero,4,112,500000
Puerto Madero,3,115,615000
Puerto Madero,3,115,819650
Puerto Madero,3,115,781820
Puerto Madero,3,115,794430
Puerto Madero,3,115,807040
Puerto Madero,3,115,649000
Puerto Madero,3,115,882700
Puerto Madero,3,116,690000
Puerto Madero,3,117,750000
Puerto Madero,3,117,1450000
Puerto Madero,5,119,240000
Puerto Madero,3,120,740000
Puerto Madero,2,120,670000
Puerto Madero,4,120,650000
Puerto Madero,3,120,720000
Puerto Madero,4,120,720000
Puerto Madero,3,120,720000
Puerto Madero,3,121,720000
Puerto Madero,3,122,890000
Puerto Madero,3,123,630000
Puerto Madero,3,125,660007
Puerto Madero,3,125,660000
Puerto Madero,3,125,710000
Puerto Madero,3,125,660000
Puerto Madero,3,125,700000
Puerto Madero,3,125,700000
Puerto Madero,3,126,800000
Puerto Madero,3,127,820000
Puerto Madero,3,128,750000
Puerto Madero,3,128,924000
Puerto Madero,3,128,700000
Puerto Madero,3,128,870000
Puerto Madero,3,128,670000
Puerto Madero,3,129,699998
Puerto Madero,3,129,700000
Puerto Madero,3,129,699999
Puerto Madero,3,129,1400000
Puerto Madero,3,129,699997
Puerto Madero,3,129,699998
Puerto Madero,3,129,799000
Puerto Madero,3,129,749000
Puerto Madero,3,130,650000
Puerto Madero,3,130,620000
Puerto Madero,3,131,625500
Puerto Madero,3,132,750000
Puerto Madero,6,390,3700000
Puerto Madero,3,140,1605000
Puerto Madero,3,140,890000
Puerto Madero,3,140,690000
Puerto Madero,4,141,670000
Puerto Madero,3,141,1650000
Puerto Madero,4,141,1250000
Puerto Madero,4,141,1350000
Puerto Madero,4,142,1000000
Puerto Madero,4,142,1100000
Puerto Madero,3,143,975000
Puerto Madero,3,144,890000
Puerto Madero,3,144,1250000
Puerto Madero,4,145,1200000
Puerto Madero,3,145,750000
Puerto Madero,4,145,1290000
Puerto Madero,3,145,690000
Puerto Madero,3,148,1250000
Puerto Madero,3,149,1480000
Puerto Madero,3,150,700000
Puerto Madero,2,150,890000
Puerto Madero,3,150,750000
Puerto Madero,4,150,980000
Puerto Madero,3,151,850000
Puerto Madero,3,152,1150000
Puerto Madero,3,152,1200000
Puerto Madero,3,155,890000
Puerto Madero,3,155,805000
Puerto Madero,4,414,2400000
Puerto Madero,3,159,1190000
Puerto Madero,3,160,790000
Puerto Madero,3,162,1140000
Puerto Madero,3,162,1150000
Puerto Madero,3,162,1200000
Puerto Madero,4,163,844000
Puerto Madero,4,163,875000
Puerto Madero,4,163,850000
Puerto Madero,4,163,900000
Puerto Madero,3,164,990000
Puerto Madero,3,165,950000
Puerto Madero,3,166,900000
Puerto Madero,3,166,1300000
Puerto Madero,3,166,1250000
Puerto Madero,3,166,1300000
Puerto Madero,3,170,1200000
Puerto Madero,3,170,1050000
Puerto Madero,4,170,1650000
Puerto Madero,4,170,850000
Puerto Madero,3,170,1200000
Puerto Madero,3,170,1200000
Puerto Madero,5,426,2600000
Puerto Madero,3,171,1200000
Puerto Madero,3,175,1050000
Puerto Madero,3,176,790000
Puerto Madero,4,180,1190000
Puerto Madero,4,180,1380000
Puerto Madero,4,180,1300000
Puerto Madero,4,182,1140000
Puerto Madero,4,182,1350000
Puerto Madero,4,182,1400000
Puerto Madero,4,182,1180000
Puerto Madero,3,182,1180000
Puerto Madero,3,182,1220000
Puerto Madero,5,438,3300000
Puerto Madero,5,438,3300000
Puerto Madero,5,438,3200000
Puerto Madero,3,184,1400000
Puerto Madero,4,188,2000000
Puerto Madero,4,188,2200000
Puerto Madero,4,188,1850000
Puerto Madero,4,188,1790000
Puerto Madero,4,188,1750000
Puerto Madero,4,188,1999000
Puerto Madero,4,188,1970000
Puerto Madero,4,188,1890000
Puerto Madero,4,188,1800000
Puerto Madero,4,188,1999000
Puerto Madero,3,188,1100000
Puerto Madero,4,188,1900000
Puerto Madero,4,188,1999000
Puerto Madero,4,190,1190000
Puerto Madero,3,191,1200000
Puerto Madero,3,194,1190000
Puerto Madero,4,200,1890000
Puerto Madero,4,205,2500000
Puerto Madero,4,209,1280000
Puerto Madero,4,212,1300000
Puerto Madero,4,212,1300000
Puerto Madero,4,214,1590000
Puerto Madero,4,214,1570000
Puerto Madero,3,220,1600000
Puerto Madero,4,220,1680000
Puerto Madero,4,225,1850000
Puerto Madero,4,229,1600000
Puerto Madero,5,230,1300000
Puerto Madero,4,234,1995000
Puerto Madero,4,242,1800000
Puerto Madero,3,82,545000
Puerto Madero,2,70,370000
Recoleta,2,31,82000
Recoleta,2,37,129000
Recoleta,1,25,95000
Recoleta,1,28,135000
Recoleta,1,32,160000
Recoleta,2,31,95000
Recoleta,3,62,149000
Recoleta,3,62,149000
Recoleta,3,82,220000
Recoleta,4,85,268000
Recoleta,3,75,280000
Recoleta,3,78,295000
Recoleta,3,80,230000
Recoleta,4,112,330000
Recoleta,3,79,228000
Recoleta,4,112,299999
Recoleta,6,218,740000
Recoleta,4,80,290000
Recoleta,5,202,640000
Recoleta,4,87,245000
Recoleta,5,160,850000
Recoleta,5,141,398000
Recoleta,6,264,750000
Recoleta,6,310,1280000
Recoleta,2,55,185000
Recoleta,7,308,1100000
Recoleta,4,200,1100000
Recoleta,4,77,338000
Recoleta,3,109,400000
Recoleta,2,41,165000
Recoleta,2,38,149000
Recoleta,2,32,115000
Recoleta,3,75,310000
Recoleta,3,64,245000
Recoleta,3,48,150000
Recoleta,3,47,225000
Recoleta,3,44,120000
Recoleta,3,56,149000
Recoleta,4,120,345000
Recoleta,4,74,287000
Recoleta,4,101,425000
Recoleta,4,115,350000
Recoleta,4,100,330000
Recoleta,4,168,1255000
Recoleta,4,112,330000
Recoleta,5,204,985000
Recoleta,5,205,650000
Recoleta,5,134,390000
Recoleta,6,286,1200000
Recoleta,3,62,149000
Recoleta,3,99,320000
Recoleta,4,161,550000
Recoleta,3,74,200000
Recoleta,2,45,235000
Recoleta,3,113,380000
Recoleta,3,100,298000
Recoleta,4,107,280000
Recoleta,4,147,330000
Recoleta,4,125,495000
Recoleta,2,30,98000
Recoleta,2,30,148000
Recoleta,3,101,294000
Recoleta,4,100,294500
Recoleta,4,129,485000
Recoleta,4,135,387000
Recoleta,4,114,299800
Recoleta,4,114,460000
Recoleta,2,35,115000
Recoleta,2,39,158000
Recoleta,2,31,110000
Recoleta,2,39,72000
Recoleta,2,37,105000
Recoleta,2,38,128000
Recoleta,2,50,169000
Recoleta,1,24,84000
Recoleta,2,38,128000
Recoleta,1,24,64000
Recoleta,2,37,99000
Recoleta,2,45,200000
Recoleta,2,39,158000
Recoleta,2,47,138000
Recoleta,2,51,200000
Recoleta,2,57,145000
Recoleta,1,24,110000
Recoleta,2,23,90000
Recoleta,2,41,223000
Recoleta,3,35,187000
Recoleta,3,62,160000
Recoleta,3,62,160000
Recoleta,4,88,340000
Recoleta,3,88,315000
Recoleta,3,62,160000
Recoleta,7,100,295000
Recoleta,4,118,325000
Recoleta,3,52,189000
Recoleta,3,45,128000
Recoleta,4,97,370000
Recoleta,3,54,240000
Recoleta,3,107,390000
Recoleta,3,74,220000
Recoleta,3,80,250000
Recoleta,4,101,360000
Recoleta,3,76,240000
Recoleta,5,135,700000
Recoleta,3,105,440000
Recoleta,3,95,290000
Recoleta,3,83,255000
Recoleta,5,135,750000
Recoleta,4,90,290000
Recoleta,3,80,250000
Recoleta,5,145,450000
Recoleta,5,147,545000
Recoleta,4,100,320000
Recoleta,4,202,420000
Recoleta,4,129,425000
Recoleta,5,160,495000
Recoleta,5,142,475000
Recoleta,5,157,549000
Recoleta,4,115,398000
Recoleta,4,160,680000
Recoleta,5,198,610000
Recoleta,4,126,385000
Recoleta,4,110,498700
Recoleta,4,100,242000
Recoleta,4,175,800000
Recoleta,6,239,1190000
Recoleta,4,165,735000
Recoleta,4,93,285000
Recoleta,4,15,950000
Recoleta,6,137,550000
Recoleta,4,101,425000
Recoleta,4,137,460000
Recoleta,5,166,720000
Recoleta,5,374,1250000
Recoleta,6,168,500000
Recoleta,5,190,599000
Recoleta,8,223,560000
Recoleta,6,170,430000
Recoleta,6,420,1850000
Recoleta,5,190,599000
Recoleta,8,358,850000
Recoleta,1,24,99900
Recoleta,1,17,72000
Recoleta,1,27,78000
Recoleta,2,50,184384
Recoleta,3,86,270000
Recoleta,3,76,305000
Recoleta,3,139,490000
Recoleta,4,100,294500
Recoleta,4,99,380000
Recoleta,4,108,470000
Recoleta,5,141,460000
Recoleta,5,492,2100000
Recoleta,5,209,500000
Recoleta,5,195,574000
Recoleta,10,168,370000
Recoleta,3,60,238000
Recoleta,3,107,450000
Recoleta,5,198,640000
Recoleta,5,149,349000
Recoleta,5,117,395000
Recoleta,8,369,1300000
Recoleta,2,35,115000
Recoleta,2,31,135000
Recoleta,2,32,95000
Recoleta,5,111,440000
Recoleta,4,,180000
Recoleta,2,69,480000
Recoleta,2,48,195000
Recoleta,2,41,168000
Recoleta,2,62,210000
Recoleta,2,39,125000
Recoleta,3,69,220000
Recoleta,3,52,300000
Recoleta,3,82,250000
Recoleta,3,90,315000
Recoleta,3,73,320000
Recoleta,3,79,345000
Recoleta,5,200,610000
Recoleta,4,113,430000
Recoleta,4,99,290000
Recoleta,4,140,375000
Recoleta,5,224,690000
Recoleta,4,80,260000
Recoleta,4,111,479000
Recoleta,5,232,630000
Recoleta,4,104,410000
Recoleta,4,155,1200000
Recoleta,6,185,430000
Recoleta,5,140,410000
Recoleta,4,126,530000
Recoleta,4,143,440000
Recoleta,5,180,780000
Recoleta,5,156,540000
Recoleta,3,80,250000
Recoleta,3,80,250000
Recoleta,4,93,290000
Recoleta,6,244,645000
Recoleta,5,142,465000
Recoleta,5,230,490000
Recoleta,1,30,120000
Recoleta,2,56,158000
Recoleta,2,51,159000
Recoleta,2,44,125000
Recoleta,2,38,110000
Recoleta,3,74,290000
Recoleta,3,60,238000
Recoleta,4,142,400000
Recoleta,4,70,220000
Recoleta,4,135,530000
Recoleta,4,156,790000
Recoleta,5,187,620000
Recoleta,5,125,385000
Recoleta,5,209,500000
Recoleta,5,181,590000
Recoleta,6,264,900000
Recoleta,6,600,6000000
Recoleta,7,335,1650000
Recoleta,12,450,1950000
Recoleta,14,355,1150000
Recoleta,2,52,145000
Recoleta,1,23,85000
Recoleta,2,36,95000
Recoleta,2,31,137000
Recoleta,2,40,145000
Recoleta,2,60,370000
Recoleta,3,79,242000
Recoleta,3,122,720000
Recoleta,4,105,330000
Recoleta,3,87,315000
Recoleta,3,63,169000
Recoleta,3,88,260000
Recoleta,3,89,330000
Recoleta,3,48,205000
Recoleta,3,90,260000
Recoleta,4,90,259000
Recoleta,6,271,790000
Recoleta,4,107,260000
Recoleta,4,76,255000
Recoleta,4,93,370000
Recoleta,4,138,380000
Recoleta,8,190,480000
Recoleta,5,119,510000
Recoleta,6,260,705000
Recoleta,7,559,1700000
Recoleta,2,55,424000
Recoleta,1,39,135000
Recoleta,2,50,190000
Recoleta,3,42,135000
Recoleta,3,105,330000
Recoleta,3,66,197500
Recoleta,6,109,299000
Recoleta,7,230,580000
Recoleta,1,23,95000
Recoleta,2,70,280000
Recoleta,3,66,248000
Recoleta,3,118,590000
Recoleta,3,71,230000
Recoleta,3,138,580000
Recoleta,3,125,570000
Recoleta,3,47,129000
Recoleta,4,88,340000
Recoleta,4,214,800000
Recoleta,4,81,200000
Recoleta,4,127,450000
Recoleta,4,107,360000
Recoleta,4,83,240000
Recoleta,4,110,315000
Recoleta,4,104,395000
Recoleta,5,135,368000
Recoleta,5,129,430000
Recoleta,5,178,540000
Recoleta,6,137,550000
Recoleta,6,168,500000
Recoleta,6,296,1400000
Recoleta,6,174,570000
Recoleta,7,275,1000000
Recoleta,2,42,265000
Recoleta,2,47,120000
Recoleta,4,149,500000
Recoleta,3,70,210000
Recoleta,4,155,390000
Recoleta,5,164,620000
Recoleta,4,178,455000
Recoleta,2,50,265000
Recoleta,3,72,239000
Recoleta,3,46,215000
Recoleta,4,130,339000
Recoleta,4,130,339000
Recoleta,4,140,580000
Recoleta,3,65,262000
Recoleta,1,42,112235
Recoleta,3,77,255000
Recoleta,2,47,165000
Recoleta,3,107,480000
Recoleta,3,75,289000
Recoleta,3,83,421000
Recoleta,3,99,360000
Recoleta,4,134,460000
Recoleta,4,120,799000
Recoleta,5,90,330000
Recoleta,5,363,1300000
Recoleta,5,130,380000
Recoleta,1,20,65000
Recoleta,3,80,253000
Recoleta,3,92,349000
Recoleta,4,120,345000
Recoleta,4,80,253000
Recoleta,3,77,230000
Recoleta,3,90,450000
Recoleta,3,101,350000
Recoleta,4,127,450000
Recoleta,5,176,680000
Recoleta,4,81,200000
Recoleta,6,200,388000
Recoleta,6,181,800000
Recoleta,1,37,134700
Recoleta,1,32,117000
Recoleta,2,100,330000
Recoleta,5,275,930000
Recoleta,2,46,165000
Recoleta,2,31,135000
Recoleta,3,102,390000
Recoleta,3,76,350000
Recoleta,3,75,300000
Recoleta,3,45,142000
Recoleta,3,62,263000
Recoleta,3,122,350000
Recoleta,4,152,780000
Recoleta,4,162,328000
Recoleta,5,102,445000
Recoleta,4,134,485000
Recoleta,4,103,407000
Recoleta,5,124,385000
Recoleta,5,127,395000
Recoleta,7,180,780000
Recoleta,6,240,775000
Recoleta,5,187,640000
Recoleta,4,190,529000
Recoleta,2,53,115000
Recoleta,2,33,99000
Recoleta,1,34,120000
Recoleta,2,40,125000
Recoleta,1,19,53000
Recoleta,2,50,139000
Recoleta,2,26,126500
Recoleta,3,62,149000
Recoleta,3,75,273000
Recoleta,3,126,827000
Recoleta,3,76,445000
Recoleta,3,118,450000
Recoleta,3,110,298000
Recoleta,3,130,470000
Recoleta,4,115,490001
Recoleta,4,126,375000
Recoleta,4,125,430000
Recoleta,3,86,265000
Recoleta,4,137,450000
Recoleta,5,130,540000
Recoleta,4,142,475000
Recoleta,4,163,537000
Recoleta,6,145,380000
Recoleta,5,111,325000
Recoleta,2,51,200000
Recoleta,2,38,105000
Recoleta,1,33,160000
Recoleta,2,36,104900
Recoleta,3,85,159000
Recoleta,3,74,290000
Recoleta,4,386,1500000
Recoleta,4,141,424000
Recoleta,6,240,900000
Recoleta,2,44,145000
Recoleta,2,44,145000
Recoleta,3,60,219000
Recoleta,3,89,299000
Recoleta,4,64,210000
Recoleta,3,100,330000
Recoleta,5,217,860000
Recoleta,5,200,890000
Recoleta,4,160,470000
Recoleta,5,140,550000
Recoleta,2,41,139000
Recoleta,4,140,580000
Recoleta,2,57,104900
Recoleta,2,33,109000
Recoleta,2,51,200000
Recoleta,3,119,250000
Recoleta,4,124,385000
Recoleta,1,390,2169696
Recoleta,1,26,136422
Recoleta,1,151,803648
Recoleta,1,109,627880
Recoleta,12,418,1100000
Recoleta,1,34,75000
Recoleta,2,37,93000
Recoleta,1,23,55000
Recoleta,2,39,158000
Recoleta,1,23,53000
Recoleta,2,53,130000
Recoleta,3,62,160000
Recoleta,4,118,325000
Recoleta,3,89,258000
Recoleta,7,100,295000
Recoleta,3,52,189000
Recoleta,3,68,260000
Recoleta,3,87,268000
Recoleta,3,74,270000
Recoleta,4,118,325000
Recoleta,5,158,385000
Recoleta,4,117,420000
Recoleta,4,78,230000
Recoleta,5,205,795000
Recoleta,5,89,309000
Recoleta,1,22,98000
Recoleta,2,118,200000
Recoleta,2,42,172000
Recoleta,2,40,145000
Recoleta,2,43,145000
Recoleta,3,82,265000
Recoleta,3,109,390000
Recoleta,3,62,149000
Recoleta,3,63,175000
Recoleta,3,56,155000
Recoleta,3,62,149000
Recoleta,3,100,390000
Recoleta,4,81,200000
Recoleta,4,129,410000
Recoleta,5,129,640000
Recoleta,6,160,495000
Recoleta,5,178,660000
Recoleta,6,181,789000
Recoleta,2,44,180000
Recoleta,1,38,135000
Recoleta,3,82,310000
Recoleta,4,101,280000
Recoleta,4,163,355000
Recoleta,2,34,90000
Recoleta,2,42,215000
Recoleta,2,38,137000
Recoleta,3,56,195000
Recoleta,3,120,560000
Recoleta,3,76,350000
Recoleta,4,92,320000
Recoleta,4,183,1200000
Recoleta,4,143,369000
Recoleta,4,100,340000
Recoleta,7,271,590000
Recoleta,5,414,2400000
Recoleta,6,280,980000
Recoleta,6,270,1180000
Recoleta,6,265,600000
Recoleta,1,,148000
Recoleta,1,,130000
Recoleta,1,,117000
Recoleta,2,,255600
Recoleta,2,84,370000
Recoleta,3,,187000
Recoleta,5,160,850000
Recoleta,4,,460000
Recoleta,4,109,330000
Recoleta,4,,469000
Recoleta,6,244,645000
Recoleta,5,,430000
Recoleta,5,,469000
Recoleta,2,50,235000
Recoleta,2,39,158000
Recoleta,3,70,400000
Recoleta,1,42,180000
Recoleta,3,88,310000
Recoleta,4,84,190000
Recoleta,4,141,420000
Recoleta,5,129,640000
Recoleta,4,130,390000
Recoleta,4,86,260000
Recoleta,4,130,390000
Recoleta,9,420,1400000
Recoleta,3,85,190000
Recoleta,6,191,550000
Recoleta,3,72,270000
Recoleta,2,39,132000
Recoleta,2,37,89000
Recoleta,3,81,295000
Recoleta,2,40,125000
Recoleta,2,42,129900
Recoleta,2,45,198000
Recoleta,2,47,129000
Recoleta,2,38,160000
Recoleta,2,36,110000
Recoleta,4,156,529000
Recoleta,6,284,790000
Recoleta,6,226,590000
Recoleta,5,150,437000
Recoleta,4,150,292000
Recoleta,4,170,425000
Recoleta,5,80,187000
Recoleta,1,21,79000
Recoleta,1,24,85000
Recoleta,2,43,139000
Recoleta,2,50,180000
Recoleta,3,58,255000
Recoleta,3,57,149000
Recoleta,3,133,650000
Recoleta,4,200,730000
Recoleta,4,152,460000
Recoleta,6,256,990000
Recoleta,1,37,109900
Recoleta,2,53,200000
Recoleta,2,40,115000
Recoleta,2,60,149000
Recoleta,2,39,170000
Recoleta,2,32,115000
Recoleta,2,44,125000
Recoleta,3,113,495000
Recoleta,3,58,210000
Recoleta,3,70,280000
Recoleta,3,117,425000
Recoleta,3,146,298000
Recoleta,4,105,380000
Recoleta,4,130,460000
Recoleta,4,143,430000
Recoleta,4,155,470000
Recoleta,4,108,395000
Recoleta,6,272,1800000
Recoleta,6,280,980000
Recoleta,2,40,165000
Recoleta,3,110,365000
Recoleta,3,79,242000
Recoleta,4,108,460000
Recoleta,4,76,265000
Recoleta,5,167,470000
Recoleta,2,37,105000
Recoleta,2,40,210000
Recoleta,3,62,149000
Recoleta,4,84,190000
Recoleta,4,120,315000
Recoleta,4,190,1190000
Recoleta,6,157,438000
Recoleta,4,148,580000
Recoleta,5,123,420000
Recoleta,4,280,1200000
Recoleta,4,101,400000
Recoleta,5,81,420000
Recoleta,6,257,950000
Recoleta,9,185,678000
Recoleta,1,45,125000
Recoleta,4,85,263000
Recoleta,4,85,263000
Recoleta,3,,270000
Recoleta,5,182,535000
Recoleta,6,360,2500000
Recoleta,6,130,299000
Recoleta,4,90,105300
Recoleta,5,490,725000
Recoleta,3,73,146700
Recoleta,1,,150000
Recoleta,1,,90000
Recoleta,1,33,160000
Recoleta,1,53,249100
Recoleta,2,53,118000
Recoleta,2,64,292400
Recoleta,2,40,130000
Recoleta,3,,258000
Recoleta,3,,206000
Recoleta,4,137,520000
Recoleta,4,137,520000
Recoleta,5,344,1250000
Recoleta,4,122,276000
Recoleta,4,104,360000
Recoleta,4,190,529000
Recoleta,4,95,295000
Recoleta,4,401,850000
Recoleta,1,,90000
Recoleta,1,,275000
Recoleta,1,,215000
Recoleta,3,,230000
Recoleta,3,56,199000
Recoleta,4,,350000
Recoleta,4,98,299000
Recoleta,2,51,240000
Recoleta,2,43,149000
Recoleta,3,51,120000
Recoleta,5,159,550000
Recoleta,5,271,1950000
Recoleta,5,196,750000
Recoleta,2,51,200000
Recoleta,2,39,158000
Recoleta,2,31,82000
Recoleta,2,42,172000
Recoleta,2,40,115000
Recoleta,3,49,145000
Recoleta,3,80,280000
Recoleta,4,124,550000
Recoleta,3,100,280000
Recoleta,3,79,228000
Recoleta,4,110,359000
Recoleta,4,110,359000
Recoleta,5,188,1300000
Recoleta,5,202,635000
Recoleta,3,45,125000
Recoleta,4,153,448000
Recoleta,4,83,200000
Recoleta,1,38,146586
Recoleta,2,36,110000
Recoleta,2,50,232000
Recoleta,2,50,218000
Recoleta,2,50,225000
Recoleta,2,47,220000
Recoleta,3,69,128000
Recoleta,3,58,189000
Recoleta,2,47,120000
Recoleta,3,97,204000
Recoleta,3,85,425000
Recoleta,3,85,392000
Recoleta,4,74,220000
Recoleta,3,82,265000
Recoleta,3,102,475000
Recoleta,3,110,280000
Recoleta,4,81,200000
Recoleta,4,129,410000
Recoleta,4,98,350000
Recoleta,6,313,650000
Recoleta,1,30,115000
Recoleta,4,170,890000
Recoleta,3,66,215000
Recoleta,3,80,249000
Recoleta,3,67,189999
Recoleta,3,80,249000
Recoleta,4,108,318000
Recoleta,4,106,550000
Recoleta,5,190,600000
Recoleta,6,156,850000
Recoleta,5,127,385000
Recoleta,5,249,990000
Recoleta,2,43,170000
Recoleta,4,70,300000
Recoleta,1,60,245000
Recoleta,3,58,163000
Recoleta,3,79,242000
Recoleta,5,160,580000
Recoleta,5,310,1280000
Recoleta,4,81,270000
Recoleta,3,102,440000
Recoleta,3,72,280000
Recoleta,3,85,265000
Recoleta,3,93,285000
Recoleta,3,102,630000
Recoleta,4,143,420000
Recoleta,3,102,440000
Recoleta,4,81,229000
Recoleta,2,31,99000
Recoleta,2,30,95000
Recoleta,1,17,75000
Recoleta,2,38,135000
Recoleta,3,90,238000
Recoleta,3,94,260000
Recoleta,4,171,680000
Recoleta,4,142,475000
Recoleta,5,120,585000
Recoleta,4,81,229000
Recoleta,4,100,360000
Recoleta,3,90,320000
Recoleta,5,225,649000
Recoleta,2,51,200000
Recoleta,2,47,188000
Recoleta,1,25,69000
Recoleta,3,67,165000
Recoleta,3,75,250000
Recoleta,4,146,450000
Recoleta,5,215,1050000
Recoleta,4,104,235000
Recoleta,8,387,1500000
Recoleta,2,33,128000
Recoleta,2,45,199000
Recoleta,2,52,170000
Recoleta,3,107,298000
Recoleta,5,143,435000
Recoleta,4,99,380000
Recoleta,3,98,315000
Recoleta,3,74,183000
Recoleta,3,66,225000
Recoleta,4,116,395000
Recoleta,4,104,240000
Recoleta,4,110,340000
Recoleta,4,156,545000
Recoleta,1,26,89000
Recoleta,1,26,79000
Recoleta,3,85,159000
Recoleta,3,120,590000
Recoleta,1,26,92000
Recoleta,4,120,385000
Recoleta,1,20,65000
Recoleta,2,34,105000
Recoleta,3,59,139900
Recoleta,3,130,590000
Recoleta,2,36,129000
Recoleta,2,39,132000
Recoleta,3,110,440000
Recoleta,4,155,1250000
Recoleta,1,27,99500
Recoleta,1,26,75000
Recoleta,2,33,89000
Recoleta,2,39,132000
Recoleta,4,107,360000
Recoleta,7,120,385000
Recoleta,2,55,210000
Recoleta,2,30,87000
Recoleta,1,36,120000
Recoleta,1,30,115000
Recoleta,2,60,223000
Recoleta,2,38,134000
Recoleta,2,25,82000
Recoleta,2,46,135000
Recoleta,2,31,140000
Recoleta,2,63,200000
Recoleta,3,62,149000
Recoleta,3,120,520000
Recoleta,3,82,430000
Recoleta,3,63,230000
Recoleta,3,,265000
Recoleta,4,190,529000
Recoleta,5,167,415000
Recoleta,4,190,1190000
Recoleta,4,101,400000
Recoleta,4,156,1100000
Recoleta,4,232,890000
Recoleta,5,155,495000
Recoleta,6,282,1150000
Recoleta,4,81,200000
Recoleta,4,120,485000
Recoleta,5,175,790000
Recoleta,2,70,258000
Recoleta,3,75,350000
Recoleta,3,88,280000
Recoleta,3,90,380000
Recoleta,3,95,460000
Recoleta,4,95,220000
Recoleta,4,125,509000
Recoleta,5,190,635000
Recoleta,1,29,110000
Recoleta,3,58,255000
Recoleta,4,141,470000
Recoleta,4,133,396000
Recoleta,1,26,75000
Recoleta,2,46,125000
Recoleta,3,44,200000
Recoleta,6,238,550000
Recoleta,6,236,575000
Recoleta,1,20,103000
Recoleta,2,35,85000
Recoleta,1,33,107000
Recoleta,2,32,135000
Recoleta,2,51,225000
Recoleta,1,34,105000
Recoleta,4,96,360000
Recoleta,3,100,290000
Recoleta,3,49,143500
Recoleta,3,84,290000
Recoleta,5,149,485000
Recoleta,6,296,1400000
Recoleta,2,40,125000
Recoleta,1,17,130000
Recoleta,2,40,125000
Recoleta,1,24,85000
Recoleta,2,36,130000
Recoleta,3,75,310000
Recoleta,3,113,360000
Recoleta,3,68,245000
Recoleta,3,60,135000
Recoleta,4,120,345000
Recoleta,4,79,328000
Recoleta,5,133,520000
Recoleta,4,131,460000
Recoleta,4,85,320000
Recoleta,4,120,370000
Recoleta,4,76,265000
Recoleta,5,125,615000
Recoleta,1,40,120000
Recoleta,1,42,180000
Recoleta,2,48,132000
Recoleta,2,47,138000
Recoleta,4,126,430000
Recoleta,3,96,315000
Recoleta,3,93,288000
Recoleta,3,48,189000
