barrio,ambientes,metro_cuadrado,precio
Almagro,3,63,200000
Almagro,3,60,235000
Almagro,3,110,185000
Almagro,3,89,195000
Almagro,3,73,250000
Almagro,3,60,149000
Almagro,3,60,235000
Almagro,3,80,218000
Almagro,3,89,195000
Almagro,3,76,199500
Almagro,3,72,150000
Almagro,3,80,230000
Almagro,3,50,140000
Almagro,3,65,202375
Almagro,3,60,235000
Almagro,3,90,210000
Almagro,3,66,178000
Almagro,3,80,230000
Almagro,4,108,265000
Almagro,4,109,265000
Almagro,4,95,230000
Almagro,4,70,184000
Almagro,4,108,265000
Almagro,4,72,180000
Almagro,4,94,287000
Almagro,4,85,285000
Almagro,4,124,245000
Almagro,4,101,250000
Almagro,5,198,330000
Almagro,5,157,280000
Almagro,5,178,351000
Almagro,6,160,265000
Almagro,6,189,315000
Almagro,2,49,136900
Almagro,3,54,99500
Almagro,3,55,198000
Almagro,2,43,120000
Almagro,2,48,163000
Almagro,2,48,148000
Almagro,2,48,158000
Almagro,2,48,153000
Almagro,2,48,168000
Almagro,2,40,112000
Almagro,2,48,183000
Almagro,2,39,90000
Almagro,2,48,188000
Almagro,2,48,173000
Almagro,2,32,80000
Almagro,2,48,178000
Almagro,3,70,159500
Almagro,3,68,205000
Almagro,3,75,175000
Almagro,3,70,174600
Almagro,3,46,119500
Almagro,3,60,215000
Almagro,3,35,94000
Almagro,3,63,184000
Almagro,3,70,184000
Almagro,4,108,210000
Almagro,4,122,169000
Almagro,4,220,430000
Almagro,4,70,184000
Almagro,5,198,320000
Almagro,2,435,117600
Almagro,3,35,105000
Almagro,3,59,180000
Almagro,3,70,184000
Almagro,3,58,88000
Almagro,4,122,170000
Almagro,4,151,349000
Almagro,7,215,315000
Almagro,2,43,133000
Almagro,2,47,205000
Almagro,2,24,80000
Almagro,2,37,95000
Almagro,2,35,67000
Almagro,2,35,110000
Almagro,2,35,90000
Almagro,3,35,109000
Almagro,3,70,168500
Almagro,3,35,109000
Almagro,3,46,152000
Almagro,4,124,245000
Almagro,4,89,290000
Almagro,4,79,189000
Almagro,4,65,170000
Almagro,4,54,144000
Almagro,4,89,230000
Almagro,2,39,107000
Almagro,2,57,130000
Almagro,1,40,139000
Almagro,3,52,169000
Almagro,3,66,128000
Almagro,3,59,165000
Almagro,3,63,165000
Almagro,2,49,170000
Almagro,1,23,63000
Almagro,3,54,127000
Almagro,3,51,110000
Almagro,8,435,470000
Almagro,2,49,150000
Almagro,2,48,186600
Almagro,2,50,143000
Almagro,2,41,98500
Almagro,2,50,143000
Almagro,2,40,105000
Almagro,2,45,120000
Almagro,2,30,125000
Almagro,3,55,165000
Almagro,3,60,235000
Almagro,3,60,235000
Almagro,3,66,178000
Almagro,3,60,235000
Almagro,3,80,230000
Almagro,4,102,260000
Almagro,4,127,318000
Almagro,4,109,265000
Almagro,6,219,330000
Almagro,5,198,330000
Almagro,2,50,143000
Almagro,2,48,186600
Almagro,1,33,102000
Almagro,2,41,98500
Almagro,2,50,143000
Almagro,2,41,98500
Almagro,2,44,115000
Almagro,3,55,165000
Almagro,3,60,235000
Almagro,3,60,235000
Almagro,3,66,178000
Almagro,3,80,230000
Almagro,3,55,150000
Almagro,3,60,235000
Almagro,4,109,265000
Almagro,4,72,199900
Almagro,4,127,318000
Almagro,5,198,330000
Almagro,2,65,155000
Almagro,2,38,95000
Almagro,2,45,190000
Almagro,2,58,110000
Almagro,2,45,158000
Almagro,2,45,190000
Almagro,3,55,155000
Almagro,3,58,190000
Almagro,3,75,185000
Almagro,3,34,79000
Almagro,4,82,182000
Almagro,4,142,270000
Almagro,4,106,400000
Almagro,2,40,89000
Almagro,2,33,84000
Almagro,2,50,145000
Almagro,2,45,145000
Almagro,2,37,75000
Almagro,2,51,165000
Almagro,2,40,122000
Almagro,3,40,149500
Almagro,3,67,195000
Almagro,3,83,290000
Almagro,3,70,175000
Almagro,3,60,215000
Almagro,3,66,116000
Almagro,3,52,115000
Almagro,3,88,195000
Almagro,3,89,190000
Almagro,3,78,169000
Almagro,3,57,185000
Almagro,3,77,173000
Almagro,3,42,98000
Almagro,3,35,92000
Almagro,3,58,190000
Almagro,4,125,220000
Almagro,4,95,230000
Almagro,4,102,255000
Almagro,4,95,217000
Almagro,4,90,125000
Almagro,4,73,213000
Almagro,4,95,217000
Almagro,4,132,275000
Almagro,4,101,230000
Almagro,4,95,217000
Almagro,4,70,175000
Almagro,4,95,217000
Almagro,4,115,249000
Almagro,4,70,185000
Almagro,2,38,89000
Almagro,3,75,165000
Almagro,2,41,135000
Almagro,1,27,63000
Almagro,2,40,115000
Almagro,2,52,180000
Almagro,2,57,212278
Almagro,2,32,80000
Almagro,2,57,203521
Almagro,2,48,99000
Almagro,2,47,145000
Almagro,2,42,94500
Almagro,2,39,103000
Almagro,3,68,265000
Almagro,3,69,235000
Almagro,3,55,99950
Almagro,3,70,235000
Almagro,3,68,152000
Almagro,3,84,199000
Almagro,3,60,125000
Almagro,3,40,149500
Almagro,4,95,239000
Almagro,4,95,239000
Almagro,4,101,230000
Almagro,4,87,220000
Almagro,4,72,189000
Almagro,4,170,265000
Almagro,4,70,185000
Almagro,4,95,230000
Almagro,4,125,220000
Almagro,4,92,315000
Almagro,4,95,239000
Almagro,4,100,335000
Almagro,4,96,270000
Almagro,4,95,239000
Almagro,1,,1570000
Almagro,2,40,90000
Almagro,2,35,110000
Almagro,2,24,80000
Almagro,2,38,95000
Almagro,2,47,205000
Almagro,2,35,90000
Almagro,1,36,107000
Almagro,3,35,92000
Almagro,3,55,120000
Almagro,3,46,99000
Almagro,3,35,92000
Almagro,3,65,160000
Almagro,3,45,97000
Almagro,3,65,199000
Almagro,3,59,124000
Almagro,3,46,148000
Almagro,4,124,215000
Almagro,4,54,144000
Almagro,4,89,290000
Almagro,4,79,189000
Almagro,4,123,340000
Almagro,5,137,219000
Almagro,7,216,286000
Almagro,3,3,145000
Almagro,3,,165000
Almagro,4,83,380000
Almagro,1,22,64500
Almagro,2,73,165000
Almagro,2,50,143000
Almagro,2,41,97000
Almagro,2,32,85000
Almagro,2,52,250000
Almagro,2,48,186000
Almagro,2,50,143000
Almagro,3,67,152000
Almagro,3,55,160000
Almagro,3,66,178000
Almagro,3,80,230000
Almagro,3,49,136000
Almagro,3,60,230000
Almagro,3,60,230000
Almagro,3,60,230000
Almagro,3,65,195000
Almagro,4,103,279900
Almagro,4,127,318000
Almagro,5,107,200000
Almagro,5,198,320000
Almagro,2,39,85000
Almagro,3,63,210000
Almagro,4,77,195000
Almagro,2,42,112000
Almagro,2,34,82000
Almagro,2,30,125000
Almagro,2,40,124000
Almagro,2,47,205000
Almagro,2,48,186000
Almagro,2,50,143000
Almagro,2,35,90000
Almagro,2,32,80000
Almagro,2,65,155000
Almagro,2,45,160000
Almagro,2,72,73000
Almagro,2,38,98000
Almagro,2,40,90000
Almagro,2,39,109000
Almagro,2,24,80000
Almagro,2,40,115000
Almagro,2,65,155000
Almagro,2,32,80000
Almagro,2,45,145000
Almagro,2,53,122000
Almagro,2,43,124000
Almagro,2,38,88500
Almagro,2,42,130000
Almagro,2,32,80000
Almagro,2,48,99000
Almagro,2,37,97000
Almagro,2,39,103000
Almagro,2,32,85000
Almagro,2,35,110000
Almagro,2,44,150000
Almagro,2,41,97000
Almagro,2,50,143000
Almagro,2,50,143000
Almagro,2,35,93000
Almagro,3,49,126900
Almagro,3,86,209000
Almagro,3,40,138000
Almagro,3,80,230000
Almagro,3,65,195000
Almagro,3,68,265000
Almagro,3,89,190000
Almagro,3,53,130000
Almagro,3,99,240000
Almagro,3,60,230000
Almagro,3,60,217000
Almagro,3,70,184000
Almagro,3,80,240000
Almagro,3,46,148000
Almagro,3,53,153000
Almagro,3,50,140000
Almagro,3,35,105000
Almagro,3,65,160000
Almagro,3,57,185000
Almagro,3,60,230000
Almagro,3,100,180000
Almagro,3,76,199500
Almagro,3,72,150000
Almagro,3,80,230000
Almagro,3,54,136500
Almagro,3,77,173000
Almagro,3,84,200000
Almagro,3,105,300000
Almagro,3,66,175000
Almagro,3,83,290000
Almagro,3,60,139000
Almagro,3,55,160000
Almagro,3,60,125000
Almagro,3,40,149500
Almagro,3,66,175000
Almagro,3,60,230000
Almagro,3,89,190000
Almagro,3,61,230000
Almagro,3,89,190000
Almagro,3,35,105000
Almagro,3,68,215000
Almagro,3,35,105000
Almagro,3,55,160000
Almagro,3,62,347000
Almagro,4,89,290000
Almagro,4,79,189000
Almagro,4,70,184000
Almagro,4,127,318000
Almagro,4,95,239000
Almagro,4,54,144000
Almagro,4,101,230000
Almagro,4,72,172500
Almagro,4,72,189000
Almagro,4,70,185000
Almagro,4,97,217000
Almagro,4,87,220000
Almagro,4,96,270000
Almagro,4,101,230000
Almagro,4,85,285000
Almagro,4,124,219000
Almagro,4,151,349000
Almagro,4,151,349000
Almagro,4,95,230000
Almagro,4,95,239000
Almagro,4,100,180000
Almagro,4,94,287000
Almagro,4,100,180000
Almagro,4,142,299900
Almagro,4,109,264000
Almagro,4,124,219000
Almagro,4,125,220000
Almagro,4,102,255000
Almagro,4,95,230000
Almagro,4,95,239000
Almagro,4,95,239000
Almagro,4,97,275000
Almagro,4,94,280000
Almagro,5,122,170000
Almagro,5,85,230000
Almagro,5,178,351000
Almagro,5,110,360000
Almagro,5,198,320000
Almagro,5,97,275000
Almagro,6,160,265000
Almagro,8,190,395000
Almagro,2,46,88000
Almagro,2,32,75000
Almagro,2,58,170000
Almagro,3,57,190000
Almagro,3,70,119000
Almagro,4,81,187000
Almagro,2,42,130000
Almagro,2,38,95000
Almagro,2,33,89000
Almagro,2,44,100000
Almagro,3,65,190000
Almagro,3,68,205000
Almagro,3,47360,116000
Almagro,3,74,148000
Almagro,3,105,300000
Almagro,3,4980,160000
Almagro,4,90,225000
Almagro,4,77,185000
Almagro,4,155,370000
Almagro,4,91,283000
Almagro,5,207,310000
Almagro,5,110,360000
Almagro,2,34,98000
Almagro,3,57,137000
Almagro,2,43,250000
Almagro,2,35,90000
Almagro,2,45,101000
Almagro,2,32,80000
Almagro,2,65,155000
Almagro,2,35,110000
Almagro,2,38,88500
Almagro,2,47,205000
Almagro,2,35,105000
Almagro,2,44,150000
Almagro,2,43,144000
Almagro,2,45,90000
Almagro,2,40,90000
Almagro,2,41,90000
Almagro,2,40,105000
Almagro,2,47,137000
Almagro,2,35,100000
Almagro,2,39,109000
Almagro,2,43,168165
Almagro,2,58,190000
Almagro,2,24,80000
Almagro,2,45,160000
Almagro,2,32,80000
Almagro,2,41,97000
Almagro,2,50,120000
Almagro,3,55,160000
Almagro,3,52,125000
Almagro,3,65,160000
Almagro,3,76,199500
Almagro,3,35,105000
Almagro,3,73,210000
Almagro,3,50,145000
Almagro,3,46,148000
Almagro,3,80,230000
Almagro,3,35,105000
Almagro,3,84,184000
Almagro,3,73,210000
Almagro,3,66,226865
Almagro,3,49,153000
Almagro,3,100,179000
Almagro,3,65,195000
Almagro,3,60,220000
Almagro,3,89,190000
Almagro,3,58,220000
Almagro,3,80,195000
Almagro,3,55,130000
Almagro,3,55,120000
Almagro,3,89,190000
Almagro,3,50,140000
Almagro,3,56,145000
Almagro,3,53,130000
Almagro,3,60,139000
Almagro,3,61,133000
Almagro,3,35,105000
Almagro,3,72,150000
Almagro,3,66,175000
Almagro,4,120,280000
Almagro,4,124,219000
Almagro,4,109,264000
Almagro,4,70,184000
Almagro,4,76,190000
Almagro,4,89,290000
Almagro,4,95,230000
Almagro,4,100,179000
Almagro,4,100,175000
Almagro,4,124,219000
Almagro,4,140,504325
Almagro,4,101,230000
Almagro,4,92,261000
Almagro,4,142,299900
Almagro,4,79,189000
Almagro,4,72,172500
Almagro,4,151,349000
Almagro,4,54,144000
Almagro,4,67,172000
Almagro,4,92,261000
Almagro,4,97,217000
Almagro,4,124,219000
Almagro,4,85,285000
Almagro,4,105,255000
Almagro,4,80,229000
Almagro,4,80,229000
Almagro,4,94,287000
Almagro,5,122,169000
Almagro,5,178,351000
Almagro,5,85,230000
Almagro,11,155,330000
Almagro,6,160,265000
Almagro,8,190,395000
Almagro,2,32,99000
Almagro,2,41,92000
Almagro,2,35,100000
Almagro,2,48,158000
Almagro,2,40,115000
Almagro,2,51,159000
Almagro,3,40,149500
Almagro,3,55,125000
Almagro,3,69,139900
Almagro,3,57,145000
Almagro,3,48,149500
Almagro,3,51,115000
Almagro,4,57,170000
Almagro,4,125,245000
Almagro,4,94,270000
Almagro,4,70,185000
Almagro,4,85,167000
Almagro,4,101,250000
Almagro,1,31,95000
Almagro,2,50,109000
Almagro,2,45,101000
Almagro,2,40,83000
Almagro,2,47,147000
Almagro,2,33,89000
Almagro,2,35,77000
Almagro,2,33,89000
Almagro,2,41,97000
Almagro,2,56,160000
Almagro,2,33,69000
Almagro,2,58,190000
Almagro,3,50,138000
Almagro,3,60,220000
Almagro,3,52,130000
Almagro,3,60,181000
Almagro,3,60,188000
Almagro,3,49,153000
Almagro,3,52,129000
Almagro,3,64,175000
Almagro,3,70,170000
Almagro,3,60,192000
Almagro,3,65,190000
Almagro,4,77,175000
Almagro,4,95,259000
Almagro,4,85,273000
Almagro,4,106,400000
Almagro,4,85,270000
Almagro,4,85,315000
Almagro,4,124,215000
Almagro,4,85,260000
Almagro,4,90,250000
Almagro,4,85,251000
Almagro,4,85,256000
Almagro,4,92,261000
Almagro,4,92,261000
Almagro,4,118,350000
Almagro,4,85,265000
Almagro,2,48,129900
Almagro,2,36,105000
Almagro,2,33,86500
Almagro,2,31,80000
Almagro,2,36,86000
Almagro,2,35,90000
Almagro,2,26,72500
Almagro,2,51,120000
Almagro,2,35,74900
Almagro,2,37,98000
Almagro,3,81,290000
Almagro,3,67,127000
Almagro,4,59,180000
Almagro,3,45,127000
Almagro,3,35,105000
Almagro,3,70,184000
Almagro,3,58,99000
Almagro,4,82,220000
Almagro,4,75,210000
Almagro,4,150,425000
Almagro,4,92,229000
Almagro,3,77,193000
Almagro,4,151,349000
Almagro,5,89,218000
Almagro,4,83,250000
Almagro,2,30,83000
Almagro,2,46,125000
Almagro,2,35,97000
Almagro,2,48,167500
Almagro,3,68,215000
Almagro,3,68,215000
Almagro,3,63,200000
Almagro,3,49,143000
Almagro,3,82,249000
Almagro,3,60,221900
Almagro,3,60,220000
Almagro,3,68,215000
Almagro,3,110,185000
Almagro,4,377,549000
Almagro,4,75,164000
Almagro,4,84,225000
Almagro,4,92,236000
Almagro,4,94,270000
Almagro,4,70,184000
Almagro,4,65,235000
Almagro,4,108,265000
Almagro,5,198,330000
Almagro,5,104,329000
Almagro,2,38,94000
Almagro,2,68,140000
Almagro,2,55,125000
Almagro,2,45,160000
Almagro,2,36,100000
Almagro,2,38,120000
Almagro,2,50,125000
Almagro,2,52,145000
Almagro,2,53,122000
Almagro,3,67,199500
Almagro,3,55,165000
Almagro,3,110,185000
Almagro,3,89,195000
Almagro,3,72,165000
Almagro,3,64,205000
Almagro,3,100,240000
Almagro,3,50,140000
Almagro,3,55,123000
Almagro,3,72,150000
Almagro,3,103,255000
Almagro,3,76,199500
Almagro,3,60,149000
Almagro,3,65,202375
Almagro,3,80,230000
Almagro,3,89,195000
Almagro,4,109,264000
Almagro,4,100,240000
Almagro,4,85,285000
Almagro,4,95,230000
Almagro,4,94,287000
Almagro,4,142,300000
Almagro,4,67,199000
Almagro,4,97,220000
Almagro,4,67,199000
Almagro,4,101,250000
Almagro,4,70,184000
Almagro,4,108,265000
Almagro,4,124,245000
Almagro,4,108,265000
Almagro,4,72,180000
Almagro,4,100,240000
Almagro,5,85,230000
Almagro,5,178,351000
Almagro,6,160,265000
Almagro,6,189,315000
Almagro,2,44,139000
Almagro,2,72,69900
Almagro,2,32,80000
Almagro,2,53,122000
Almagro,3,99,240000
Almagro,3,85,252000
Almagro,3,70,184000
Almagro,3,80,240000
Almagro,3,54,136500
Almagro,3,52,137000
Almagro,4,139,268000
Almagro,2,40,90000
Almagro,2,40,95000
Almagro,2,66,205000
Almagro,4,87,213000
Almagro,4,80,140000
Almagro,3,63,214900
Almagro,3,72,192000
Almagro,4,98,273500
Almagro,1,30,80000
Almagro,2,50,124000
Almagro,2,50,150000
Almagro,2,47,200000
Almagro,2,31,107000
Almagro,3,73,230000
Almagro,3,70,184000
Almagro,3,80,240000
Almagro,3,78,230000
Almagro,3,66,178000
Almagro,3,99,240000
Almagro,3,54,137000
Almagro,4,90,235000
Almagro,4,90,215000
Almagro,4,102,255000
Almagro,4,90,290000
Almagro,4,92,229000
Almagro,4,76,245000
Almagro,3,53,130000
Almagro,3,55,160000
Almagro,5,198,320000
Almagro,1,28,84000
Almagro,2,41,97000
Almagro,2,50,143000
Almagro,2,32,85000
Almagro,2,50,143000
Almagro,2,39,93900
Almagro,2,48,186000
Almagro,3,80,230000
Almagro,3,66,175000
Almagro,3,60,230000
Almagro,3,50,155000
Almagro,3,60,230000
Almagro,3,60,230000
Almagro,3,54,159000
Almagro,4,146,235000
Almagro,4,127,318000
Almagro,4,72,180000
Almagro,4,90,170000
Almagro,4,158,268000
Almagro,2,50,109000
Almagro,2,44,150000
Almagro,2,45,160000
Almagro,2,38,88500
Almagro,2,65,155000
Almagro,2,41,120000
Almagro,3,55,160000
Almagro,3,70,245000
Almagro,3,77,195000
Almagro,3,70,168500
Almagro,3,85,222000
Almagro,3,53,130000
Almagro,4,109,264000
Almagro,4,142,299900
Almagro,5,85,230000
Almagro,2,40,85000
Almagro,2,44,185000
Almagro,2,58,190000
Almagro,2,35,100000
Almagro,2,44,179500
Almagro,3,60,220000
Almagro,3,56,145000
Almagro,3,65,195000
Almagro,3,83,175000
Almagro,3,63,180000
Almagro,3,57,145000
Almagro,3,66,135000
Almagro,3,63,240000
Almagro,4,78,249000
Almagro,4,78,249000
Almagro,4,78,214000
Almagro,4,80,229000
Almagro,4,92,261000
Almagro,4,80,229000
Almagro,4,92,261000
Almagro,5,79,265000
Almagro,5,160,370000
Almagro,5,138,449000
Almagro,1,34,112000
Almagro,1,33,165000
Almagro,1,34,120000
Almagro,1,22,67900
Almagro,2,57,240376
Almagro,2,40,120000
Almagro,2,46,110000
Almagro,3,59,145000
Almagro,3,57,180000
Almagro,3,71,225000
Almagro,4,130,280000
Almagro,4,90,175000
Almagro,4,82,250000
Almagro,4,90,198000
Almagro,3,95,130000
Almagro,4,125,220000
Almagro,4,95,230000
Almagro,3,40,149500
Almagro,4,95,220000
Almagro,2,42,120000
Almagro,4,95,220000
Almagro,4,95,220000
Almagro,4,95,220000
Almagro,4,101,230000
Almagro,3,52,145000
Almagro,2,40,115000
Almagro,4,70,185000
Almagro,2,48,99000
Almagro,2,38,88000
Almagro,2,41,97000
Almagro,2,39,98000
Almagro,2,45,106000
Almagro,3,55,150000
Almagro,3,66,178000
Almagro,3,46,145000
Almagro,3,62,155000
Almagro,4,124,245000
Almagro,4,185,390000
Almagro,4,94,275000
Almagro,3,85,199000
Almagro,4,108,320000
Almagro,8,564,1000000
Almagro,2,35,97000
Almagro,2,27,72000
Almagro,2,36,100000
Almagro,2,41,98500
Almagro,3,68,215000
Almagro,3,60,222000
Almagro,3,53,189000
Almagro,3,53,160000
Almagro,3,60,167000
Almagro,4,65,235000
Almagro,4,70,184000
Almagro,4,92,236000
Almagro,4,94,220000
Almagro,4,113,265000
Almagro,4,84,225000
Almagro,5,198,330000
Almagro,2,41,97000
Almagro,2,48,178000
Almagro,2,48,186000
Almagro,2,40,105000
Almagro,3,55,155000
Almagro,3,80,230000
Almagro,3,60,165000
Almagro,3,55,125000
Almagro,4,77,175000
Almagro,4,127,318000
Almagro,4,118,268000
Almagro,4,92,215000
Almagro,5,198,320000
Almagro,2,49,185000
Almagro,2,49,155000
Almagro,3,61,190000
Almagro,3,54,128000
Almagro,2,47,105000
Almagro,2,38,156000
Almagro,3,73,119000
Almagro,2,29,75000
Almagro,2,41,89900
Almagro,6,160,339000
Almagro,4,89,238000
Almagro,2,45,90000
Almagro,3,75,159000
Almagro,1,43,95000
Almagro,2,40,83000
Almagro,2,58,190000
Almagro,2,56,160000
Almagro,2,33,89000
Almagro,3,60,181000
Almagro,3,60,188000
Almagro,3,52,130000
Almagro,4,100,210000
Almagro,3,60,192000
Almagro,3,60,220000
Almagro,3,63,189000
Almagro,3,60,192000
Almagro,3,65,190000
Almagro,4,95,259000
Almagro,4,92,261000
Almagro,4,85,260000
Almagro,4,85,251000
Almagro,4,85,315000
Almagro,4,85,273000
Almagro,4,85,256000
Almagro,4,85,265000
Almagro,4,90,250000
Almagro,4,85,270000
Almagro,4,92,261000
Almagro,1,26,85000
Almagro,3,78,155000
Almagro,2,42,72000
Almagro,1,30,85000
Almagro,1,18,61000
Almagro,2,45,158000
Almagro,2,42,75000
Almagro,1,18,61000
Almagro,2,65,155000
Almagro,2,33,84000
Almagro,3,55,155000
Almagro,3,66,169000
Almagro,3,50,130000
Almagro,3,75,185000
Almagro,3,60,139000
Almagro,3,58,190000
Almagro,3,89,190000
Almagro,3,48,135000
Almagro,3,80,230000
Almagro,3,100,174500
Almagro,3,60,195000
Almagro,3,89,190000
Almagro,3,76,199500
Almagro,4,118,268000
Almagro,4,70,184000
Almagro,4,94,286500
Almagro,4,100,174500
Almagro,4,95,198000
Almagro,4,80,224000
Almagro,4,124,215000
Almagro,4,106,400000
Almagro,4,100,174500
Almagro,4,85,283000
Almagro,4,101,230000
Almagro,4,72,172500
Almagro,4,150,300000
Almagro,4,142,270000
Almagro,3,89,225000
Almagro,5,87,175000
Almagro,6,160,265000
Almagro,8,190,395000
Almagro,2,48,99000
Almagro,2,45,105000
Almagro,2,35,125000
Almagro,2,45,152000
Almagro,2,45,152000
Almagro,2,39,98000
Almagro,2,38,110900
Almagro,3,66,178000
Almagro,3,65,220000
Almagro,3,77,180000
Almagro,3,61,142000
Almagro,4,94,275000
Almagro,4,94,275000
Almagro,4,124,245000
Almagro,4,80,242000
Almagro,4,185,390000
Almagro,4,80,242000
Almagro,4,90,210000
Almagro,5,160,370000
Almagro,2,50,109000
Almagro,2,37,80000
Almagro,2,35,110000
Almagro,1,20,53000
Almagro,2,35,90000
Almagro,2,47,205000
Almagro,2,24,80000
Almagro,2,43,126000
Almagro,2,32,95000
Almagro,3,35,105000
Almagro,3,35,105000
Almagro,3,43,114000
Almagro,3,57,150000
Almagro,3,46,148000
Almagro,3,48,90000
Almagro,3,49,160000
Almagro,4,124,220000
Almagro,4,54,144000
Almagro,4,130,315000
Almagro,4,89,290000
Almagro,4,79,189000
Almagro,4,71,165000
Almagro,4,89,218000
Almagro,5,147,375000
Almagro,2,65,155000
Almagro,2,38,88500
Almagro,1,30,78000
Almagro,2,45,158000
Almagro,3,55,155000
Almagro,3,53,150000
Almagro,3,59,173000
Almagro,3,62,125000
Almagro,3,75,185000
Almagro,3,62,125000
Almagro,3,58,190000
Almagro,4,106,400000
Almagro,4,142,299900
Almagro,5,85,230000
Almagro,5,174,250000
Almagro,3,47,115000
Almagro,3,8,200000
Almagro,2,45,149000
Almagro,2,58,190000
Almagro,2,47,148000
Almagro,2,30,72500
Almagro,2,35,100000
Almagro,1,30,110000
Almagro,3,60,220000
Almagro,3,65,220000
Almagro,3,55,140000
Almagro,4,92,261000
Almagro,4,92,261000
Almagro,4,80,229000
Almagro,4,80,229000
Almagro,5,160,370000
Almagro,3,52,162000
Almagro,1,30,82000
Almagro,2,40,99000
Almagro,3,56,159000
Almagro,4,81,180000
Almagro,2,49,160000
Almagro,3,65,210000
Almagro,4,175,350000
Almagro,2,39,115000
Almagro,4,82,249000
Almagro,4,76,235000
Almagro,4,120,350000
Almagro,2,26,76000
Almagro,2,40,87000
Almagro,2,35,90000
Almagro,2,37,105000
Almagro,2,38,89000
Almagro,3,64,175000
Almagro,3,60,217000
Almagro,3,46,125000
Almagro,3,68,215000
Almagro,3,63,200000
Almagro,3,45,120000
Almagro,3,47,125000
Almagro,4,84,225000
Almagro,4,70,184000
Almagro,5,198,320000
Almagro,1,20,62000
Almagro,1,56,150000
Almagro,2,42,112000
Almagro,3,86,135000
Almagro,2,26,78000
Almagro,2,44,118000
Almagro,2,44,118000
Almagro,2,33,87900
Almagro,2,30,69900
Almagro,2,57,190000
Almagro,2,37,97000
Almagro,2,40,99500
Almagro,2,48,167500
Almagro,2,41,90000
Almagro,2,45,159000
Almagro,2,30,83000
Almagro,2,32,92000
Almagro,2,26,78000
Almagro,2,47,137000
Almagro,3,60,217000
Almagro,3,68,215000
Almagro,3,45,120000
Almagro,3,46,125000
Almagro,3,82,249000
Almagro,3,49,143000
Almagro,3,63,200000
Almagro,3,53,153000
Almagro,3,88,220000
Almagro,3,70,184000
Almagro,3,68,215000
Almagro,3,35,105000
Almagro,4,170,265000
Almagro,4,377,510000
Almagro,4,122,169000
Almagro,4,151,349000
Almagro,4,70,184000
Almagro,4,84,180000
Almagro,4,108,285000
Almagro,5,107,200000
Almagro,5,198,320000
Almagro,5,178,262000
Almagro,5,104,329000
Almagro,1,,69300
Almagro,2,,109000
Almagro,2,,78000
Almagro,2,,85000
Almagro,3,51,117000
Almagro,3,60,190000
Almagro,3,,125000
Almagro,4,62,129000
Almagro,4,,198000
Almagro,4,94,284000
Almagro,4,,198000
Almagro,4,,135000
Almagro,2,47,137000
Almagro,2,65,155000
Almagro,2,38,89000
Almagro,2,45,160000
Almagro,3,55,160000
Almagro,3,72,192000
Almagro,4,109,264000
Almagro,4,142,299900
Almagro,4,98,273500
Almagro,4,190,390000
Almagro,5,85,230000
Almagro,1,20,59000
Almagro,1,38,100500
Almagro,2,47,137000
Almagro,2,32,85000
Almagro,2,41,97000
Almagro,2,40,99000
Almagro,2,48,186000
Almagro,2,50,143000
Almagro,2,35,99000
Almagro,2,50,143000
Almagro,3,55,160000
Almagro,3,60,230000
Almagro,3,80,230000
Almagro,3,60,230000
Almagro,3,66,178000
Almagro,3,60,230000
Almagro,3,63,189000
Almagro,4,135,310000
Almagro,4,127,318000
Almagro,5,198,320000
Almagro,2,61,122000
Almagro,3,37,95000
Almagro,3,63,199000
Almagro,3,72,197000
Almagro,1,27,61000
Almagro,3,61,215000
Almagro,5,135,340000
Almagro,2,68,140000
Almagro,2,36,99500
Almagro,2,53,122000
Almagro,3,89,195000
Almagro,3,55,123000
Almagro,3,50,140000
Almagro,3,100,240000
Almagro,3,89,195000
Almagro,3,72,150000
Almagro,3,65,202375
Almagro,3,80,230000
Almagro,3,60,149000
Almagro,3,50,129000
Almagro,3,76,199500
Almagro,3,110,160000
Almagro,4,85,285000
Almagro,4,72,180000
Almagro,4,108,265000
Almagro,4,124,220000
Almagro,4,94,287000
Almagro,4,100,240000
Almagro,4,70,184000
Almagro,4,108,265000
Almagro,4,97,220000
Almagro,4,101,250000
Almagro,4,95,230000
Almagro,4,100,240000
Almagro,5,178,351000
Almagro,6,160,265000
Almagro,6,189,315000
Almagro,3,42,90000
Almagro,1,,72169
Almagro,1,,74102
Almagro,1,,75000
Almagro,1,,75000
Almagro,1,,75000
Almagro,1,,75000
Almagro,1,,76002
Almagro,1,,77902
Almagro,1,,81360
Almagro,1,,81360
Almagro,1,,81702
Almagro,1,,85311
Almagro,1,,87207
Almagro,1,,83699
Almagro,1,,86413
Almagro,1,,87375
Almagro,1,,87444
Almagro,1,,88726
Almagro,1,,88796
Almagro,1,,88878
Almagro,1,,89085
Almagro,1,,90148
Almagro,1,,91478
Almagro,1,,92893
Almagro,1,,93066
Almagro,1,,93179
Almagro,1,,94291
Almagro,1,,94307
Almagro,1,,94462
Almagro,1,,95722
Almagro,1,,95858
Almagro,1,,97254
Almagro,1,,98642
Almagro,1,,98650
Almagro,1,,98656
Almagro,1,,99033
Almagro,1,,99185
Almagro,1,,100124
Almagro,1,,100136
Almagro,1,,100144
Almagro,1,,100215
Almagro,1,,100496
Almagro,1,,101646
Almagro,1,,101960
